격자ID,중심위도,중심경도,한변_m,세대수,직장인구
G374029_1271109,37.402905,127.110862,100,12,216
G374038_1271109,37.403809,127.110862,100,13,195
G374047_1271109,37.404714,127.110862,100,5,61
G374056_1271109,37.405619,127.110862,100,5,101
G374065_1271109,37.406523,127.110862,100,4,87
G374074_1271109,37.407428,127.110862,100,5,114
G374083_1271109,37.408333,127.110862,100,2,75
G373957_1271120,37.395667,127.111992,100,3,85
G373966_1271120,37.396572,127.111992,100,5,41
G373975_1271120,37.397477,127.111992,100,6,62
G373984_1271120,37.398381,127.111992,100,8,57
G373993_1271120,37.399286,127.111992,100,4,110
G374002_1271120,37.400191,127.111992,100,9,130
G374011_1271120,37.401095,127.111992,100,6,175
G374020_1271120,37.402,127.111992,100,10,177
G374029_1271120,37.402905,127.111992,100,6,126
G374038_1271120,37.403809,127.111992,100,5,91
G374047_1271120,37.404714,127.111992,100,5,54
G374056_1271120,37.405619,127.111992,100,9,101
G374065_1271120,37.406523,127.111992,100,7,78
G374074_1271120,37.407428,127.111992,100,3,61
G374083_1271120,37.408333,127.111992,100,5,60
G373957_1271131,37.395667,127.113123,100,5,55
G373966_1271131,37.396572,127.113123,100,5,75
G373975_1271131,37.397477,127.113123,100,6,44
G373984_1271131,37.398381,127.113123,100,5,105
G373993_1271131,37.399286,127.113123,100,8,89
G374002_1271131,37.400191,127.113123,100,10,152
G374011_1271131,37.401095,127.113123,100,6,165
G374020_1271131,37.402,127.113123,100,10,72
G374029_1271131,37.402905,127.113123,100,8,61
G374038_1271131,37.403809,127.113123,100,7,110
G374047_1271131,37.404714,127.113123,100,9,92
G374056_1271131,37.405619,127.113123,100,6,80
G374065_1271131,37.406523,127.113123,100,5,43
G374074_1271131,37.407428,127.113123,100,4,87
G374083_1271131,37.408333,127.113123,100,4,62
G373957_1271143,37.395667,127.114254,100,3,68
G373966_1271143,37.396572,127.114254,100,3,77
G373975_1271143,37.397477,127.114254,100,6,75
G373984_1271143,37.398381,127.114254,100,4,64
G373993_1271143,37.399286,127.114254,100,6,71
G374002_1271143,37.400191,127.114254,100,8,104
G374011_1271143,37.401095,127.114254,100,5,99
G374020_1271143,37.402,127.114254,100,8,144
G374029_1271143,37.402905,127.114254,100,4,95
G374038_1271143,37.403809,127.114254,100,7,132
G374047_1271143,37.404714,127.114254,100,4,94
G374056_1271143,37.405619,127.114254,100,6,79
G374065_1271143,37.406523,127.114254,100,4,66
G374074_1271143,37.407428,127.114254,100,3,34
G374083_1271143,37.408333,127.114254,100,4,80
G373957_1271154,37.395667,127.115385,100,2,62
G373966_1271154,37.396572,127.115385,100,4,53
G373975_1271154,37.397477,127.115385,100,5,35
G373984_1271154,37.398381,127.115385,100,3,82
G373993_1271154,37.399286,127.115385,100,3,77
G374002_1271154,37.400191,127.115385,100,7,109
G374011_1271154,37.401095,127.115385,100,7,83
G374020_1271154,37.402,127.115385,100,6,65
G374029_1271154,37.402905,127.115385,100,3,102
G374038_1271154,37.403809,127.115385,100,4,86
G374047_1271154,37.404714,127.115385,100,4,41
G374056_1271154,37.405619,127.115385,100,3,97
G374065_1271154,37.406523,127.115385,100,5,47
G374074_1271154,37.407428,127.115385,100,3,31
G374083_1271154,37.408333,127.115385,100,2,23
G373957_1271165,37.395667,127.116516,100,2,32
G373966_1271165,37.396572,127.116516,100,4,33
G373975_1271165,37.397477,127.116516,100,3,77
G373984_1271165,37.398381,127.116516,100,4,28
G373993_1271165,37.399286,127.116516,100,4,83
G374002_1271165,37.400191,127.116516,100,6,73
G374011_1271165,37.401095,127.116516,100,3,59
G374020_1271165,37.402,127.116516,100,4,80
G374029_1271165,37.402905,127.116516,100,5,64
G374038_1271165,37.403809,127.116516,100,6,64
G374047_1271165,37.404714,127.116516,100,3,69
G374056_1271165,37.405619,127.116516,100,2,49
G374065_1271165,37.406523,127.116516,100,3,48
G374074_1271165,37.407428,127.116516,100,4,64
G374083_1271165,37.408333,127.116516,100,2,44
G374779_1269217,37.477867,126.921676,100,7,7
G374788_1269217,37.478772,126.921676,100,9,8
G374797_1269217,37.479677,126.921676,100,11,11
G374806_1269217,37.480581,126.921676,100,7,15
G374815_1269217,37.481486,126.921676,100,8,8
G374824_1269217,37.482391,126.921676,100,13,12
G374833_1269217,37.483295,126.921676,100,20,15
G374842_1269217,37.4842,126.921676,100,20,17
G374851_1269217,37.485105,126.921676,100,8,19
G374860_1269217,37.486009,126.921676,100,8,15
G374869_1269217,37.486914,126.921676,100,17,12
G374878_1269217,37.487819,126.921676,100,10,14
G374887_1269217,37.488723,126.921676,100,13,14
G374896_1269217,37.489628,126.921676,100,5,5
G374905_1269217,37.490533,126.921676,100,9,8
G374779_1269228,37.477867,126.922808,100,14,13
G374788_1269228,37.478772,126.922808,100,8,8
G374797_1269228,37.479677,126.922808,100,10,17
G374806_1269228,37.480581,126.922808,100,16,7
G374815_1269228,37.481486,126.922808,100,20,8
G374824_1269228,37.482391,126.922808,100,23,18
G374833_1269228,37.483295,126.922808,100,25,20
G374842_1269228,37.4842,126.922808,100,21,11
G374851_1269228,37.485105,126.922808,100,19,22
G374860_1269228,37.486009,126.922808,100,19,21
G374869_1269228,37.486914,126.922808,100,15,18
G374878_1269228,37.487819,126.922808,100,13,9
G374887_1269228,37.488723,126.922808,100,8,17
G374896_1269228,37.489628,126.922808,100,16,12
G374905_1269228,37.490533,126.922808,100,10,12
G374779_1269239,37.477867,126.92394,100,14,10
G374788_1269239,37.478772,126.92394,100,12,7
G374797_1269239,37.479677,126.92394,100,12,17
G374806_1269239,37.480581,126.92394,100,12,9
G374815_1269239,37.481486,126.92394,100,12,23
G374824_1269239,37.482391,126.92394,100,26,10
G374833_1269239,37.483295,126.92394,100,23,13
G374842_1269239,37.4842,126.92394,100,29,13
G374851_1269239,37.485105,126.92394,100,19,20
G374860_1269239,37.486009,126.92394,100,19,14
G374869_1269239,37.486914,126.92394,100,21,24
G374878_1269239,37.487819,126.92394,100,17,14
G374887_1269239,37.488723,126.92394,100,18,15
G374896_1269239,37.489628,126.92394,100,8,14
G374905_1269239,37.490533,126.92394,100,13,12
G374779_1269251,37.477867,126.925072,100,18,12
G374788_1269251,37.478772,126.925072,100,9,8
G374797_1269251,37.479677,126.925072,100,14,15
G374806_1269251,37.480581,126.925072,100,25,18
G374815_1269251,37.481486,126.925072,100,27,20
G374824_1269251,37.482391,126.925072,100,17,19
G374833_1269251,37.483295,126.925072,100,22,12
G374842_1269251,37.4842,126.925072,100,24,20
G374851_1269251,37.485105,126.925072,100,27,28
G374860_1269251,37.486009,126.925072,100,24,12
G374869_1269251,37.486914,126.925072,100,22,21
G374878_1269251,37.487819,126.925072,100,27,13
G374887_1269251,37.488723,126.925072,100,21,21
G374896_1269251,37.489628,126.925072,100,11,9
G374905_1269251,37.490533,126.925072,100,16,10
G374779_1269262,37.477867,126.926204,100,10,17
G374788_1269262,37.478772,126.926204,100,16,14
G374797_1269262,37.479677,126.926204,100,10,17
G374806_1269262,37.480581,126.926204,100,29,13
G374815_1269262,37.481486,126.926204,100,31,13
G374824_1269262,37.482391,126.926204,100,16,28
G374833_1269262,37.483295,126.926204,100,30,15
G374842_1269262,37.4842,126.926204,100,29,29
G374851_1269262,37.485105,126.926204,100,40,30
G374860_1269262,37.486009,126.926204,100,19,27
G374869_1269262,37.486914,126.926204,100,20,12
G374878_1269262,37.487819,126.926204,100,11,16
G374887_1269262,37.488723,126.926204,100,19,16
G374896_1269262,37.489628,126.926204,100,10,14
G374905_1269262,37.490533,126.926204,100,16,9
G374779_1269273,37.477867,126.927336,100,12,14
G374788_1269273,37.478772,126.927336,100,20,9
G374797_1269273,37.479677,126.927336,100,24,26
G374806_1269273,37.480581,126.927336,100,19,27
G374815_1269273,37.481486,126.927336,100,21,15
G374824_1269273,37.482391,126.927336,100,19,22
G374833_1269273,37.483295,126.927336,100,46,24
G374842_1269273,37.4842,126.927336,100,29,18
G374851_1269273,37.485105,126.927336,100,41,34
G374860_1269273,37.486009,126.927336,100,17,26
G374869_1269273,37.486914,126.927336,100,30,32
G374878_1269273,37.487819,126.927336,100,13,11
G374887_1269273,37.488723,126.927336,100,19,22
G374896_1269273,37.489628,126.927336,100,18,16
G374905_1269273,37.490533,126.927336,100,14,17
G374779_1269285,37.477867,126.928468,100,15,11
G374788_1269285,37.478772,126.928468,100,15,7
G374797_1269285,37.479677,126.928468,100,13,21
G374806_1269285,37.480581,126.928468,100,26,29
G374815_1269285,37.481486,126.928468,100,31,15
G374824_1269285,37.482391,126.928468,100,40,31
G374833_1269285,37.483295,126.928468,100,43,23
G374842_1269285,37.4842,126.928468,100,33,19
G374851_1269285,37.485105,126.928468,100,40,37
G374860_1269285,37.486009,126.928468,100,36,42
G374869_1269285,37.486914,126.928468,100,20,17
G374878_1269285,37.487819,126.928468,100,23,13
G374887_1269285,37.488723,126.928468,100,24,10
G374896_1269285,37.489628,126.928468,100,20,14
G374905_1269285,37.490533,126.928468,100,9,11
G374779_1269296,37.477867,126.9296,100,20,19
G374788_1269296,37.478772,126.9296,100,16,23
G374797_1269296,37.479677,126.9296,100,29,27
G374806_1269296,37.480581,126.9296,100,27,23
G374815_1269296,37.481486,126.9296,100,27,13
G374824_1269296,37.482391,126.9296,100,30,42
G374833_1269296,37.483295,126.9296,100,29,28
G374842_1269296,37.4842,126.9296,100,32,28
G374851_1269296,37.485105,126.9296,100,50,50
G374860_1269296,37.486009,126.9296,100,27,40
G374869_1269296,37.486914,126.9296,100,36,38
G374878_1269296,37.487819,126.9296,100,23,16
G374887_1269296,37.488723,126.9296,100,19,19
G374896_1269296,37.489628,126.9296,100,22,17
G374905_1269296,37.490533,126.9296,100,8,14
G374779_1269307,37.477867,126.930732,100,17,11
G374788_1269307,37.478772,126.930732,100,16,21
G374797_1269307,37.479677,126.930732,100,24,13
G374806_1269307,37.480581,126.930732,100,21,18
G374815_1269307,37.481486,126.930732,100,29,29
G374824_1269307,37.482391,126.930732,100,33,37
G374833_1269307,37.483295,126.930732,100,34,25
G374842_1269307,37.4842,126.930732,100,56,28
G374851_1269307,37.485105,126.930732,100,52,41
G374860_1269307,37.486009,126.930732,100,26,24
G374869_1269307,37.486914,126.930732,100,33,22
G374878_1269307,37.487819,126.930732,100,17,12
G374887_1269307,37.488723,126.930732,100,11,17
G374896_1269307,37.489628,126.930732,100,20,22
G374905_1269307,37.490533,126.930732,100,16,18
G374779_1269319,37.477867,126.931864,100,13,7
G374788_1269319,37.478772,126.931864,100,16,18
G374797_1269319,37.479677,126.931864,100,26,24
G374806_1269319,37.480581,126.931864,100,30,24
G374815_1269319,37.481486,126.931864,100,18,24
G374824_1269319,37.482391,126.931864,100,30,31
G374833_1269319,37.483295,126.931864,100,22,19
G374842_1269319,37.4842,126.931864,100,40,31
G374851_1269319,37.485105,126.931864,100,42,19
G374860_1269319,37.486009,126.931864,100,38,14
G374869_1269319,37.486914,126.931864,100,25,33
G374878_1269319,37.487819,126.931864,100,23,17
G374887_1269319,37.488723,126.931864,100,12,10
G374896_1269319,37.489628,126.931864,100,17,10
G374905_1269319,37.490533,126.931864,100,20,8
G374779_1269330,37.477867,126.932996,100,11,10
G374788_1269330,37.478772,126.932996,100,22,17
G374797_1269330,37.479677,126.932996,100,22,18
G374806_1269330,37.480581,126.932996,100,15,14
G374815_1269330,37.481486,126.932996,100,16,14
G374824_1269330,37.482391,126.932996,100,22,22
G374833_1269330,37.483295,126.932996,100,36,18
G374842_1269330,37.4842,126.932996,100,17,15
G374851_1269330,37.485105,126.932996,100,27,24
G374860_1269330,37.486009,126.932996,100,30,21
G374869_1269330,37.486914,126.932996,100,25,15
G374878_1269330,37.487819,126.932996,100,17,11
G374887_1269330,37.488723,126.932996,100,14,18
G374896_1269330,37.489628,126.932996,100,19,15
G374905_1269330,37.490533,126.932996,100,11,14
G374779_1269341,37.477867,126.934128,100,13,9
G374788_1269341,37.478772,126.934128,100,17,17
G374797_1269341,37.479677,126.934128,100,19,7
G374806_1269341,37.480581,126.934128,100,16,22
G374815_1269341,37.481486,126.934128,100,26,17
G374824_1269341,37.482391,126.934128,100,26,14
G374833_1269341,37.483295,126.934128,100,30,12
G374842_1269341,37.4842,126.934128,100,13,27
G374851_1269341,37.485105,126.934128,100,19,30
G374860_1269341,37.486009,126.934128,100,26,10
G374869_1269341,37.486914,126.934128,100,14,23
G374878_1269341,37.487819,126.934128,100,17,23
G374887_1269341,37.488723,126.934128,100,14,13
G374896_1269341,37.489628,126.934128,100,8,10
G374905_1269341,37.490533,126.934128,100,8,7
G374779_1269353,37.477867,126.93526,100,10,12
G374788_1269353,37.478772,126.93526,100,16,10
G374797_1269353,37.479677,126.93526,100,12,10
G374806_1269353,37.480581,126.93526,100,24,14
G374815_1269353,37.481486,126.93526,100,24,15
G374824_1269353,37.482391,126.93526,100,22,11
G374833_1269353,37.483295,126.93526,100,28,23
G374842_1269353,37.4842,126.93526,100,12,22
G374851_1269353,37.485105,126.93526,100,18,10
G374860_1269353,37.486009,126.93526,100,13,9
G374869_1269353,37.486914,126.93526,100,14,8
G374878_1269353,37.487819,126.93526,100,10,8
G374887_1269353,37.488723,126.93526,100,9,7
G374896_1269353,37.489628,126.93526,100,18,16
G374905_1269353,37.490533,126.93526,100,13,11
G374779_1269364,37.477867,126.936392,100,5,5
G374788_1269364,37.478772,126.936392,100,16,12
G374797_1269364,37.479677,126.936392,100,10,6
G374806_1269364,37.480581,126.936392,100,18,6
G374815_1269364,37.481486,126.936392,100,14,11
G374824_1269364,37.482391,126.936392,100,21,11
G374833_1269364,37.483295,126.936392,100,18,23
G374842_1269364,37.4842,126.936392,100,18,22
G374851_1269364,37.485105,126.936392,100,15,15
G374860_1269364,37.486009,126.936392,100,24,16
G374869_1269364,37.486914,126.936392,100,9,15
G374878_1269364,37.487819,126.936392,100,15,14
G374887_1269364,37.488723,126.936392,100,7,8
G374896_1269364,37.489628,126.936392,100,8,11
G374905_1269364,37.490533,126.936392,100,14,5
G374779_1269375,37.477867,126.937524,100,11,9
G374788_1269375,37.478772,126.937524,100,10,8
G374797_1269375,37.479677,126.937524,100,10,8
G374806_1269375,37.480581,126.937524,100,14,7
G374815_1269375,37.481486,126.937524,100,8,15
G374824_1269375,37.482391,126.937524,100,18,15
G374833_1269375,37.483295,126.937524,100,14,20
G374842_1269375,37.4842,126.937524,100,20,10
G374851_1269375,37.485105,126.937524,100,13,6
G374860_1269375,37.486009,126.937524,100,12,19
G374869_1269375,37.486914,126.937524,100,18,9
G374878_1269375,37.487819,126.937524,100,8,12
G374887_1269375,37.488723,126.937524,100,12,15
G374896_1269375,37.489628,126.937524,100,12,6
G374905_1269375,37.490533,126.937524,100,13,11
G375550_1270301,37.554967,127.030067,100,4,21
G375559_1270301,37.555872,127.030067,100,7,15
G375568_1270301,37.556777,127.030067,100,4,22
G375577_1270301,37.557681,127.030067,100,9,26
G375586_1270301,37.558586,127.030067,100,12,40
G375595_1270301,37.559491,127.030067,100,8,16
G375604_1270301,37.560395,127.030067,100,11,34
G375613_1270301,37.5613,127.030067,100,8,20
G375622_1270301,37.562205,127.030067,100,11,43
G375631_1270301,37.563109,127.030067,100,11,30
G375640_1270301,37.564014,127.030067,100,10,38
G375649_1270301,37.564919,127.030067,100,9,13
G375658_1270301,37.565823,127.030067,100,7,17
G375667_1270301,37.566728,127.030067,100,9,26
G375676_1270301,37.567633,127.030067,100,8,17
G375550_1270312,37.554967,127.031201,100,4,11
G375559_1270312,37.555872,127.031201,100,6,24
G375568_1270312,37.556777,127.031201,100,5,40
G375577_1270312,37.557681,127.031201,100,9,28
G375586_1270312,37.558586,127.031201,100,7,48
G375595_1270312,37.559491,127.031201,100,9,44
G375604_1270312,37.560395,127.031201,100,7,32
G375613_1270312,37.5613,127.031201,100,14,27
G375622_1270312,37.562205,127.031201,100,11,31
G375631_1270312,37.563109,127.031201,100,11,23
G375640_1270312,37.564014,127.031201,100,10,29
G375649_1270312,37.564919,127.031201,100,5,42
G375658_1270312,37.565823,127.031201,100,12,22
G375667_1270312,37.566728,127.031201,100,8,33
G375676_1270312,37.567633,127.031201,100,8,18
G375550_1270323,37.554967,127.032334,100,11,20
G375559_1270323,37.555872,127.032334,100,11,15
G375568_1270323,37.556777,127.032334,100,9,41
G375577_1270323,37.557681,127.032334,100,13,22
G375586_1270323,37.558586,127.032334,100,13,44
G375595_1270323,37.559491,127.032334,100,12,24
G375604_1270323,37.560395,127.032334,100,10,45
G375613_1270323,37.5613,127.032334,100,12,26
G375622_1270323,37.562205,127.032334,100,17,65
G375631_1270323,37.563109,127.032334,100,8,54
G375640_1270323,37.564014,127.032334,100,13,28
G375649_1270323,37.564919,127.032334,100,7,43
G375658_1270323,37.565823,127.032334,100,6,35
G375667_1270323,37.566728,127.032334,100,11,16
G375676_1270323,37.567633,127.032334,100,8,22
G375550_1270335,37.554967,127.033467,100,7,20
G375559_1270335,37.555872,127.033467,100,12,33
G375568_1270335,37.556777,127.033467,100,6,50
G375577_1270335,37.557681,127.033467,100,12,44
G375586_1270335,37.558586,127.033467,100,10,56
G375595_1270335,37.559491,127.033467,100,11,72
G375604_1270335,37.560395,127.033467,100,20,70
G375613_1270335,37.5613,127.033467,100,11,58
G375622_1270335,37.562205,127.033467,100,16,34
G375631_1270335,37.563109,127.033467,100,9,36
G375640_1270335,37.564014,127.033467,100,17,29
G375649_1270335,37.564919,127.033467,100,17,23
G375658_1270335,37.565823,127.033467,100,9,29
G375667_1270335,37.566728,127.033467,100,13,43
G375676_1270335,37.567633,127.033467,100,4,15
G375550_1270346,37.554967,127.0346,100,11,19
G375559_1270346,37.555872,127.0346,100,11,22
G375568_1270346,37.556777,127.0346,100,14,39
G375577_1270346,37.557681,127.0346,100,19,55
G375586_1270346,37.558586,127.0346,100,19,68
G375595_1270346,37.559491,127.0346,100,22,39
G375604_1270346,37.560395,127.0346,100,15,85
G375613_1270346,37.5613,127.0346,100,12,55
G375622_1270346,37.562205,127.0346,100,21,33
G375631_1270346,37.563109,127.0346,100,15,76
G375640_1270346,37.564014,127.0346,100,9,35
G375649_1270346,37.564919,127.0346,100,13,35
G375658_1270346,37.565823,127.0346,100,12,24
G375667_1270346,37.566728,127.0346,100,12,20
G375676_1270346,37.567633,127.0346,100,9,34
G375550_1270357,37.554967,127.035734,100,8,38
G375559_1270357,37.555872,127.035734,100,11,30
G375568_1270357,37.556777,127.035734,100,12,36
G375577_1270357,37.557681,127.035734,100,15,47
G375586_1270357,37.558586,127.035734,100,13,26
G375595_1270357,37.559491,127.035734,100,26,84
G375604_1270357,37.560395,127.035734,100,18,97
G375613_1270357,37.5613,127.035734,100,30,86
G375622_1270357,37.562205,127.035734,100,26,51
G375631_1270357,37.563109,127.035734,100,26,50
G375640_1270357,37.564014,127.035734,100,19,80
G375649_1270357,37.564919,127.035734,100,10,43
G375658_1270357,37.565823,127.035734,100,11,34
G375667_1270357,37.566728,127.035734,100,9,18
G375676_1270357,37.567633,127.035734,100,11,42
G375550_1270369,37.554967,127.036867,100,11,38
G375559_1270369,37.555872,127.036867,100,11,41
G375568_1270369,37.556777,127.036867,100,19,50
G375577_1270369,37.557681,127.036867,100,16,72
G375586_1270369,37.558586,127.036867,100,20,40
G375595_1270369,37.559491,127.036867,100,27,84
G375604_1270369,37.560395,127.036867,100,31,51
G375613_1270369,37.5613,127.036867,100,32,79
G375622_1270369,37.562205,127.036867,100,22,68
G375631_1270369,37.563109,127.036867,100,12,79
G375640_1270369,37.564014,127.036867,100,17,72
G375649_1270369,37.564919,127.036867,100,13,26
G375658_1270369,37.565823,127.036867,100,13,51
G375667_1270369,37.566728,127.036867,100,15,27
G375676_1270369,37.567633,127.036867,100,9,25
G375550_1270380,37.554967,127.038,100,10,15
G375559_1270380,37.555872,127.038,100,9,27
G375568_1270380,37.556777,127.038,100,7,29
G375577_1270380,37.557681,127.038,100,12,27
G375586_1270380,37.558586,127.038,100,11,31
G375595_1270380,37.559491,127.038,100,30,79
G375604_1270380,37.560395,127.038,100,25,54
G375613_1270380,37.5613,127.038,100,45,85
G375622_1270380,37.562205,127.038,100,33,122
G375631_1270380,37.563109,127.038,100,15,44
G375640_1270380,37.564014,127.038,100,26,29
G375649_1270380,37.564919,127.038,100,18,35
G375658_1270380,37.565823,127.038,100,8,51
G375667_1270380,37.566728,127.038,100,9,49
G375676_1270380,37.567633,127.038,100,10,29
G375550_1270391,37.554967,127.039133,100,7,29
G375559_1270391,37.555872,127.039133,100,11,18
G375568_1270391,37.556777,127.039133,100,10,41
G375577_1270391,37.557681,127.039133,100,18,34
G375586_1270391,37.558586,127.039133,100,14,60
G375595_1270391,37.559491,127.039133,100,14,83
G375604_1270391,37.560395,127.039133,100,15,117
G375613_1270391,37.5613,127.039133,100,16,45
G375622_1270391,37.562205,127.039133,100,22,103
G375631_1270391,37.563109,127.039133,100,12,77
G375640_1270391,37.564014,127.039133,100,10,83
G375649_1270391,37.564919,127.039133,100,20,60
G375658_1270391,37.565823,127.039133,100,15,63
G375667_1270391,37.566728,127.039133,100,13,49
G375676_1270391,37.567633,127.039133,100,11,26
G375550_1270403,37.554967,127.040266,100,11,45
G375559_1270403,37.555872,127.040266,100,8,50
G375568_1270403,37.556777,127.040266,100,7,34
G375577_1270403,37.557681,127.040266,100,14,61
G375586_1270403,37.558586,127.040266,100,14,55
G375595_1270403,37.559491,127.040266,100,19,78
G375604_1270403,37.560395,127.040266,100,18,60
G375613_1270403,37.5613,127.040266,100,16,36
G375622_1270403,37.562205,127.040266,100,18,102
G375631_1270403,37.563109,127.040266,100,11,63
G375640_1270403,37.564014,127.040266,100,14,66
G375649_1270403,37.564919,127.040266,100,11,38
G375658_1270403,37.565823,127.040266,100,18,20
G375667_1270403,37.566728,127.040266,100,16,39
G375676_1270403,37.567633,127.040266,100,13,28
G375550_1270414,37.554967,127.0414,100,5,28
G375559_1270414,37.555872,127.0414,100,8,42
G375568_1270414,37.556777,127.0414,100,17,30
G375577_1270414,37.557681,127.0414,100,18,36
G375586_1270414,37.558586,127.0414,100,14,61
G375595_1270414,37.559491,127.0414,100,16,61
G375604_1270414,37.560395,127.0414,100,25,88
G375613_1270414,37.5613,127.0414,100,13,38
G375622_1270414,37.562205,127.0414,100,25,58
G375631_1270414,37.563109,127.0414,100,10,44
G375640_1270414,37.564014,127.0414,100,17,62
G375649_1270414,37.564919,127.0414,100,8,31
G375658_1270414,37.565823,127.0414,100,15,31
G375667_1270414,37.566728,127.0414,100,12,39
G375676_1270414,37.567633,127.0414,100,8,16
G375550_1270425,37.554967,127.042533,100,9,25
G375559_1270425,37.555872,127.042533,100,6,29
G375568_1270425,37.556777,127.042533,100,6,52
G375577_1270425,37.557681,127.042533,100,15,36
G375586_1270425,37.558586,127.042533,100,18,29
G375595_1270425,37.559491,127.042533,100,11,38
G375604_1270425,37.560395,127.042533,100,21,33
G375613_1270425,37.5613,127.042533,100,17,29
G375622_1270425,37.562205,127.042533,100,21,58
G375631_1270425,37.563109,127.042533,100,13,61
G375640_1270425,37.564014,127.042533,100,8,44
G375649_1270425,37.564919,127.042533,100,7,36
G375658_1270425,37.565823,127.042533,100,8,49
G375667_1270425,37.566728,127.042533,100,13,33
G375676_1270425,37.567633,127.042533,100,10,29
G375550_1270437,37.554967,127.043666,100,8,35
G375559_1270437,37.555872,127.043666,100,12,31
G375568_1270437,37.556777,127.043666,100,12,38
G375577_1270437,37.557681,127.043666,100,13,22
G375586_1270437,37.558586,127.043666,100,16,26
G375595_1270437,37.559491,127.043666,100,8,44
G375604_1270437,37.560395,127.043666,100,9,29
G375613_1270437,37.5613,127.043666,100,16,35
G375622_1270437,37.562205,127.043666,100,12,25
G375631_1270437,37.563109,127.043666,100,16,48
G375640_1270437,37.564014,127.043666,100,13,25
G375649_1270437,37.564919,127.043666,100,15,32
G375658_1270437,37.565823,127.043666,100,10,35
G375667_1270437,37.566728,127.043666,100,10,40
G375676_1270437,37.567633,127.043666,100,5,20
G375550_1270448,37.554967,127.044799,100,8,16
G375559_1270448,37.555872,127.044799,100,9,23
G375568_1270448,37.556777,127.044799,100,9,14
G375577_1270448,37.557681,127.044799,100,10,26
G375586_1270448,37.558586,127.044799,100,8,41
G375595_1270448,37.559491,127.044799,100,6,28
G375604_1270448,37.560395,127.044799,100,11,20
G375613_1270448,37.5613,127.044799,100,14,39
G375622_1270448,37.562205,127.044799,100,14,48
G375631_1270448,37.563109,127.044799,100,9,40
G375640_1270448,37.564014,127.044799,100,13,41
G375649_1270448,37.564919,127.044799,100,10,20
G375658_1270448,37.565823,127.044799,100,12,38
G375667_1270448,37.566728,127.044799,100,10,17
G375676_1270448,37.567633,127.044799,100,7,29
G375550_1270459,37.554967,127.045933,100,6,26
G375559_1270459,37.555872,127.045933,100,7,29
G375568_1270459,37.556777,127.045933,100,9,35
G375577_1270459,37.557681,127.045933,100,7,24
G375586_1270459,37.558586,127.045933,100,12,20
G375595_1270459,37.559491,127.045933,100,7,42
G375604_1270459,37.560395,127.045933,100,13,15
G375613_1270459,37.5613,127.045933,100,5,39
G375622_1270459,37.562205,127.045933,100,12,26
G375631_1270459,37.563109,127.045933,100,11,38
G375640_1270459,37.564014,127.045933,100,11,25
G375649_1270459,37.564919,127.045933,100,8,25
G375658_1270459,37.565823,127.045933,100,4,18
G375667_1270459,37.566728,127.045933,100,7,15
G375676_1270459,37.567633,127.045933,100,7,22
G374943_1270285,37.494267,127.028474,100,3,23
G374952_1270285,37.495172,127.028474,100,3,68
G374961_1270285,37.496077,127.028474,100,4,71
G374970_1270285,37.496981,127.028474,100,4,74
G374979_1270285,37.497886,127.028474,100,3,34
G374988_1270285,37.498791,127.028474,100,5,62
G374997_1270285,37.499695,127.028474,100,4,34
G375006_1270285,37.5006,127.028474,100,3,56
G375015_1270285,37.501505,127.028474,100,4,67
G375024_1270285,37.502409,127.028474,100,5,66
G375033_1270285,37.503314,127.028474,100,4,88
G375042_1270285,37.504219,127.028474,100,4,57
G375051_1270285,37.505123,127.028474,100,2,52
G375060_1270285,37.506028,127.028474,100,2,66
G375069_1270285,37.506933,127.028474,100,3,63
G374943_1270296,37.494267,127.029606,100,2,64
G374952_1270296,37.495172,127.029606,100,2,52
G374961_1270296,37.496077,127.029606,100,3,43
G374970_1270296,37.496981,127.029606,100,4,45
G374979_1270296,37.497886,127.029606,100,6,53
G374988_1270296,37.498791,127.029606,100,6,52
G374997_1270296,37.499695,127.029606,100,6,49
G375006_1270296,37.5006,127.029606,100,3,57
G375015_1270296,37.501505,127.029606,100,7,112
G375024_1270296,37.502409,127.029606,100,3,45
G375033_1270296,37.503314,127.029606,100,7,97
G375042_1270296,37.504219,127.029606,100,6,74
G375051_1270296,37.505123,127.029606,100,5,44
G375060_1270296,37.506028,127.029606,100,4,52
G375069_1270296,37.506933,127.029606,100,2,70
G374943_1270307,37.494267,127.030738,100,2,31
G374952_1270307,37.495172,127.030738,100,3,33
G374961_1270307,37.496077,127.030738,100,6,74
G374970_1270307,37.496981,127.030738,100,7,101
G374979_1270307,37.497886,127.030738,100,4,86
G374988_1270307,37.498791,127.030738,100,6,135
G374997_1270307,37.499695,127.030738,100,4,53
G375006_1270307,37.5006,127.030738,100,9,48
G375015_1270307,37.501505,127.030738,100,4,65
G375024_1270307,37.502409,127.030738,100,7,55
G375033_1270307,37.503314,127.030738,100,5,90
G375042_1270307,37.504219,127.030738,100,6,98
G375051_1270307,37.505123,127.030738,100,3,39
G375060_1270307,37.506028,127.030738,100,3,75
G375069_1270307,37.506933,127.030738,100,3,47
G374943_1270319,37.494267,127.031871,100,4,38
G374952_1270319,37.495172,127.031871,100,6,72
G374961_1270319,37.496077,127.031871,100,6,111
G374970_1270319,37.496981,127.031871,100,7,68
G374979_1270319,37.497886,127.031871,100,4,141
