상호,브랜드,티어,위도,경도,좌석수,자사
더벤티 카페하다11점,더벤티,저가형,37.508294,127.091224,24,N
이디야커피 카페하다12점,이디야커피,저가형,37.50932,127.090143,20,N
할리스커피 카페하다13점,할리스커피,동일가격대,37.513373,127.085428,55,N
투썸플레이스 카페하다14점,투썸플레이스,동일가격대,37.51332,127.089879,20,N
할리스커피 카페하다16점,할리스커피,동일가격대,37.513749,127.083612,40,N
블루보틀 카페하다17점,블루보틀,스페셜티,37.514406,127.083065,55,N
메가MGC커피 카페하다18점,메가MGC커피,저가형,37.511611,127.08287,55,N
파리바게뜨 카페하다19점,파리바게뜨,비커피,37.514521,127.086942,40,N
컴포즈커피 카페하다22점,컴포즈커피,저가형,37.507464,127.085408,16,N
뚜레쥬르 카페하다24점,뚜레쥬르,비커피,37.510388,127.083185,55,N
더벤티 카페하다25점,더벤티,저가형,37.507414,127.090877,40,N
할리스커피 카페하다26점,할리스커피,동일가격대,37.514177,127.081647,16,N
폴바셋 카페하다27점,폴바셋,스페셜티,37.513152,127.089968,24,N
이디야커피 카페하다28점,이디야커피,저가형,37.511155,127.080909,20,N
메가MGC커피 카페하다29점,메가MGC커피,저가형,37.512152,127.092842,55,N
블루보틀 카페하다30점,블루보틀,스페셜티,37.51241,127.087942,20,N
메가MGC커피 카페하다31점,메가MGC커피,저가형,37.515176,127.086711,12,N
블루보틀 카페하다33점,블루보틀,스페셜티,37.51602,127.084257,40,N
메가MGC커피 카페하다34점,메가MGC커피,저가형,37.514698,127.083152,12,N
뚜레쥬르 카페하다35점,뚜레쥬르,비커피,37.514409,127.083909,12,N
메가MGC커피 카페하다36점,메가MGC커피,저가형,37.514283,127.087287,12,N
컴포즈커피 카페하다37점,컴포즈커피,저가형,37.513719,127.088815,24,N
할리스커피 카페하다38점,할리스커피,동일가격대,37.515721,127.086469,12,N
투썸플레이스 카페하다39점,투썸플레이스,동일가격대,37.513315,127.087763,40,N
폴바셋 카페하다41점,폴바셋,스페셜티,37.514287,127.091079,20,N
매머드커피 카페하다1점,매머드커피,저가형,37.537976,127.072441,20,N
폴바셋 카페하다2점,폴바셋,스페셜티,37.544651,127.069838,24,N
할리스커피 카페하다3점,할리스커피,동일가격대,37.5408,127.071041,30,N
컴포즈커피 카페하다4점,컴포즈커피,저가형,37.538882,127.075216,12,N
매머드커피 카페하다5점,매머드커피,저가형,37.538438,127.065606,16,N
컴포즈커피 카페하다6점,컴포즈커피,저가형,37.545257,127.069384,30,N
투썸플레이스 카페하다8점,투썸플레이스,동일가격대,37.540187,127.070369,55,N
블루보틀 카페하다11점,블루보틀,스페셜티,37.540412,127.073513,20,N
할리스커피 카페하다12점,할리스커피,동일가격대,37.535772,127.066671,24,N
파리바게뜨 카페하다13점,파리바게뜨,비커피,37.544786,127.066536,16,N
할리스커피 카페하다15점,할리스커피,동일가격대,37.535663,127.072722,20,N
더벤티 카페하다17점,더벤티,저가형,37.538932,127.064954,24,N
매머드커피 카페하다18점,매머드커피,저가형,37.539788,127.068212,30,N
더벤티 카페하다19점,더벤티,저가형,37.539429,127.074988,40,N
메가MGC커피 카페하다22점,메가MGC커피,저가형,37.53586,127.070378,16,N
스타벅스 카페하다23점,스타벅스,동일가격대,37.541577,127.063503,30,N
파리바게뜨 카페하다24점,파리바게뜨,비커피,37.543561,127.071482,20,N
컴포즈커피 카페하다25점,컴포즈커피,저가형,37.540321,127.065751,40,N
메가MGC커피 카페하다27점,메가MGC커피,저가형,37.536157,127.069845,24,N
컴포즈커피 카페하다28점,컴포즈커피,저가형,37.54289,127.066132,55,N
빽다방 카페하다29점,빽다방,저가형,37.545119,127.067542,12,N
할리스커피 카페하다32점,할리스커피,동일가격대,37.542655,127.074784,55,N
매머드커피 카페하다33점,매머드커피,저가형,37.54148,127.070271,55,N
파리바게뜨 카페하다34점,파리바게뜨,비커피,37.544412,127.066309,30,N
커피빈 카페하다36점,커피빈,동일가격대,37.543358,127.075478,24,N
블루보틀 카페하다37점,블루보틀,스페셜티,37.541487,127.071045,20,N
폴바셋 카페하다38점,폴바셋,스페셜티,37.536646,127.070938,55,N
스타벅스 카페하다39점,스타벅스,동일가격대,37.539636,127.073445,12,N
더벤티 카페하다41점,더벤티,저가형,37.542669,127.073182,55,N
블루보틀 카페하다42점,블루보틀,스페셜티,37.543577,127.065817,12,N
할리스커피 카페하다43점,할리스커피,동일가격대,37.543292,127.071017,12,N
파리바게뜨 카페하다44점,파리바게뜨,비커피,37.537601,127.065106,20,N
커피빈 카페하다45점,커피빈,동일가격대,37.539639,127.073111,55,N
뚜레쥬르 카페하다46점,뚜레쥬르,비커피,37.541159,127.076716,12,N
매머드커피 카페하다47점,매머드커피,저가형,37.53821,127.070257,16,N
블루보틀 카페하다48점,블루보틀,스페셜티,37.542693,127.070798,30,N
뚜레쥬르 카페하다50점,뚜레쥬르,비커피,37.53719,127.072011,24,N
스타벅스 카페하다51점,스타벅스,동일가격대,37.537657,127.070165,55,N
컴포즈커피 카페하다52점,컴포즈커피,저가형,37.538795,127.069898,16,N
빽다방 카페하다1점,빽다방,저가형,37.57486,126.889908,55,N
커피빈 카페하다2점,커피빈,동일가격대,37.582607,126.892958,20,N
빽다방 카페하다3점,빽다방,저가형,37.584735,126.89005,40,N
할리스커피 카페하다5점,할리스커피,동일가격대,37.577029,126.888764,12,N
매머드커피 카페하다10점,매머드커피,저가형,37.580433,126.892104,12,N
커피빈 카페하다11점,커피빈,동일가격대,37.57974,126.893969,20,N
빽다방 카페하다13점,빽다방,저가형,37.574958,126.889682,24,N
투썸플레이스 카페하다16점,투썸플레이스,동일가격대,37.582539,126.893972,12,N
매머드커피 카페하다17점,매머드커피,저가형,37.579055,126.883158,30,N
폴바셋 카페하다19점,폴바셋,스페셜티,37.577862,126.884593,20,N
뚜레쥬르 카페하다20점,뚜레쥬르,비커피,37.580172,126.889927,16,N
이디야커피 카페하다21점,이디야커피,저가형,37.576455,126.893026,24,N
더벤티 카페하다1점,더벤티,저가형,37.525851,126.920721,16,N
투썸플레이스 카페하다4점,투썸플레이스,동일가격대,37.520314,126.924044,30,N
뚜레쥬르 카페하다6점,뚜레쥬르,비커피,37.525691,126.922275,12,N
뚜레쥬르 카페하다8점,뚜레쥬르,비커피,37.518826,126.924036,30,N
매머드커피 카페하다9점,매머드커피,저가형,37.51961,126.920392,24,N
컴포즈커피 카페하다10점,컴포즈커피,저가형,37.524218,126.927366,30,N
뚜레쥬르 카페하다11점,뚜레쥬르,비커피,37.523808,126.920726,16,N
컴포즈커피 카페하다12점,컴포즈커피,저가형,37.521205,126.921382,16,N
이디야커피 카페하다14점,이디야커피,저가형,37.51797,126.919386,40,N
투썸플레이스 카페하다15점,투썸플레이스,동일가격대,37.522196,126.917953,24,N
더벤티 카페하다16점,더벤티,저가형,37.517456,126.923052,55,N
스타벅스 카페하다18점,스타벅스,동일가격대,37.517555,126.922353,55,N
메가MGC커피 카페하다19점,메가MGC커피,저가형,37.518135,126.924664,12,N
파리바게뜨 카페하다20점,파리바게뜨,비커피,37.523193,126.930188,40,N
할리스커피 카페하다22점,할리스커피,동일가격대,37.525959,126.92365,24,N
더벤티 카페하다23점,더벤티,저가형,37.523766,126.928432,12,N
파리바게뜨 카페하다25점,파리바게뜨,비커피,37.523961,126.918364,16,N
이디야커피 카페하다26점,이디야커피,저가형,37.516864,126.924866,30,N
폴바셋 카페하다29점,폴바셋,스페셜티,37.520315,126.920632,16,N
이디야커피 카페하다31점,이디야커피,저가형,37.51814,126.928649,20,N
폴바셋 카페하다32점,폴바셋,스페셜티,37.522231,126.920373,30,N
스타벅스 카페하다33점,스타벅스,동일가격대,37.524121,126.918596,40,N
폴바셋 카페하다35점,폴바셋,스페셜티,37.52336,126.92631,24,N
컴포즈커피 카페하다2점,컴포즈커피,저가형,37.571464,126.993484,16,N
스타벅스 카페하다4점,스타벅스,동일가격대,37.569343,126.996094,40,N
파리바게뜨 카페하다5점,파리바게뜨,비커피,37.572126,126.988231,12,N
스타벅스 카페하다6점,스타벅스,동일가격대,37.570363,126.991995,20,N
메가MGC커피 카페하다11점,메가MGC커피,저가형,37.572668,126.9876,16,N
커피빈 카페하다13점,커피빈,동일가격대,37.565818,126.992794,24,N
메가MGC커피 카페하다14점,메가MGC커피,저가형,37.573563,126.992591,24,N
스타벅스 카페하다15점,스타벅스,동일가격대,37.56733,126.990422,16,N
투썸플레이스 카페하다17점,투썸플레이스,동일가격대,37.573402,126.992549,16,N
빽다방 카페하다18점,빽다방,저가형,37.567833,126.993371,40,N
스타벅스 카페하다19점,스타벅스,동일가격대,37.568652,126.99579,16,N
커피빈 카페하다20점,커피빈,동일가격대,37.568865,126.990675,55,N
뚜레쥬르 카페하다21점,뚜레쥬르,비커피,37.570782,126.987796,40,N
뚜레쥬르 카페하다22점,뚜레쥬르,비커피,37.571562,126.993296,40,N
뚜레쥬르 카페하다25점,뚜레쥬르,비커피,37.568671,126.99804,16,N
더벤티 카페하다26점,더벤티,저가형,37.570587,126.996865,24,N
스타벅스 카페하다30점,스타벅스,동일가격대,37.567889,126.992364,20,N
폴바셋 카페하다31점,폴바셋,스페셜티,37.570283,126.996724,55,N
이디야커피 카페하다32점,이디야커피,저가형,37.573262,126.987942,40,N
투썸플레이스 카페하다33점,투썸플레이스,동일가격대,37.569772,126.994373,20,N
매머드커피 카페하다34점,매머드커피,저가형,37.570974,126.996797,12,N
파리바게뜨 카페하다35점,파리바게뜨,비커피,37.574901,126.995149,30,N
투썸플레이스 카페하다36점,투썸플레이스,동일가격대,37.57394,126.995943,20,N
메가MGC커피 카페하다38점,메가MGC커피,저가형,37.56829,126.987996,24,N
뚜레쥬르 카페하다39점,뚜레쥬르,비커피,37.569719,126.998427,30,N
커피빈 카페하다40점,커피빈,동일가격대,37.568895,126.991412,20,N
이디야커피 카페하다41점,이디야커피,저가형,37.570173,126.996681,24,N
할리스커피 카페하다42점,할리스커피,동일가격대,37.573265,126.996057,55,N
폴바셋 카페하다43점,폴바셋,스페셜티,37.572002,126.989915,40,N
빽다방 카페하다44점,빽다방,저가형,37.575283,126.989889,16,N
매머드커피 카페하다45점,매머드커피,저가형,37.568057,126.991905,12,N
스타벅스 카페하다46점,스타벅스,동일가격대,37.574351,126.990252,40,N
뚜레쥬르 카페하다47점,뚜레쥬르,비커피,37.574105,126.994898,16,N
메가MGC커피 카페하다1점,메가MGC커피,저가형,37.475252,126.976101,40,N
매머드커피 카페하다3점,매머드커피,저가형,37.481669,126.980752,20,N
메가MGC커피 카페하다4점,메가MGC커피,저가형,37.477473,126.97878,16,N
매머드커피 카페하다6점,매머드커피,저가형,37.475034,126.980955,24,N
할리스커피 카페하다8점,할리스커피,동일가격대,37.477385,126.978792,40,N
빽다방 카페하다12점,빽다방,저가형,37.478363,126.985232,20,N
투썸플레이스 카페하다13점,투썸플레이스,동일가격대,37.477777,126.985188,55,N
빽다방 카페하다14점,빽다방,저가형,37.478616,126.987696,55,N
폴바셋 카페하다16점,폴바셋,스페셜티,37.471769,126.981928,55,N
폴바셋 카페하다17점,폴바셋,스페셜티,37.476118,126.975672,12,N
매머드커피 카페하다19점,매머드커피,저가형,37.479998,126.980248,55,N
폴바셋 카페하다20점,폴바셋,스페셜티,37.48052,126.978948,16,N
할리스커피 카페하다21점,할리스커피,동일가격대,37.477081,126.981896,55,N
커피빈 카페하다24점,커피빈,동일가격대,37.478434,126.981093,24,N
스타벅스 카페하다25점,스타벅스,동일가격대,37.475743,126.987058,20,N
뚜레쥬르 카페하다26점,뚜레쥬르,비커피,37.478997,126.984609,16,N
뚜레쥬르 카페하다27점,뚜레쥬르,비커피,37.475729,126.985502,55,N
매머드커피 카페하다29점,매머드커피,저가형,37.473596,126.984341,24,N
파리바게뜨 카페하다32점,파리바게뜨,비커피,37.480657,126.981323,20,N
빽다방 카페하다34점,빽다방,저가형,37.477018,126.987884,55,N
컴포즈커피 카페하다35점,컴포즈커피,저가형,37.474639,126.983677,24,N
파리바게뜨 카페하다38점,파리바게뜨,비커피,37.478294,126.981419,55,N
빽다방 카페하다39점,빽다방,저가형,37.475934,126.976017,20,N
더벤티 카페하다2점,더벤티,저가형,37.653695,127.061952,20,N
컴포즈커피 카페하다3점,컴포즈커피,저가형,37.651766,127.058902,12,N
이디야커피 카페하다4점,이디야커피,저가형,37.656869,127.05846,20,N
할리스커피 카페하다7점,할리스커피,동일가격대,37.654904,127.06178,24,N
더벤티 카페하다9점,더벤티,저가형,37.658474,127.060119,12,N
스타벅스 카페하다12점,스타벅스,동일가격대,37.657196,127.054798,16,N
할리스커피 카페하다14점,할리스커피,동일가격대,37.656071,127.058339,30,N
컴포즈커피 카페하다16점,컴포즈커피,저가형,37.653109,127.059446,24,N
투썸플레이스 카페하다19점,투썸플레이스,동일가격대,37.656691,127.056653,55,N
빽다방 카페하다21점,빽다방,저가형,37.650176,127.05565,55,N
파리바게뜨 카페하다2점,파리바게뜨,비커피,37.638125,127.030777,16,N
이디야커피 카페하다3점,이디야커피,저가형,37.637529,127.025655,24,N
커피빈 카페하다4점,커피빈,동일가격대,37.642215,127.023807,55,N
이디야커피 카페하다6점,이디야커피,저가형,37.641997,127.02367,24,N
폴바셋 카페하다8점,폴바셋,스페셜티,37.641626,127.024807,40,N
투썸플레이스 카페하다10점,투썸플레이스,동일가격대,37.638422,127.029853,24,N
할리스커피 카페하다11점,할리스커피,동일가격대,37.642093,127.027532,55,N
블루보틀 카페하다12점,블루보틀,스페셜티,37.634823,127.029273,55,N
컴포즈커피 카페하다13점,컴포즈커피,저가형,37.640691,127.023019,30,N
폴바셋 카페하다15점,폴바셋,스페셜티,37.635412,127.023763,16,N
더벤티 카페하다18점,더벤티,저가형,37.637794,127.027894,12,N
블루보틀 카페하다20점,블루보틀,스페셜티,37.634106,127.029966,55,N
블루보틀 카페하다1점,블루보틀,스페셜티,37.545163,126.835578,24,N
이디야커피 카페하다2점,이디야커피,저가형,37.544015,126.835512,40,N
파리바게뜨 카페하다4점,파리바게뜨,비커피,37.540803,126.837925,12,N
컴포즈커피 카페하다7점,컴포즈커피,저가형,37.537688,126.840707,55,N
커피빈 카페하다9점,커피빈,동일가격대,37.545669,126.84348,20,N
뚜레쥬르 카페하다15점,뚜레쥬르,비커피,37.543608,126.836464,30,N
빽다방 카페하다16점,빽다방,저가형,37.539082,126.840886,30,N
스타벅스 카페하다17점,스타벅스,동일가격대,37.542696,126.844644,16,N
뚜레쥬르 카페하다1점,뚜레쥬르,비커피,37.502615,126.763295,30,N
더벤티 카페하다5점,더벤티,저가형,37.506501,126.765964,20,N
이디야커피 카페하다8점,이디야커피,저가형,37.506518,126.765896,40,N
할리스커피 카페하다9점,할리스커피,동일가격대,37.506027,126.766081,40,N
스타벅스 카페하다11점,스타벅스,동일가격대,37.505121,126.766473,55,N
파리바게뜨 카페하다12점,파리바게뜨,비커피,37.508121,126.768743,12,N
매머드커피 카페하다15점,매머드커피,저가형,37.50748,126.761651,55,N
메가MGC커피 카페하다16점,메가MGC커피,저가형,37.501668,126.762314,12,N
매머드커피 카페하다21점,매머드커피,저가형,37.506802,126.770091,24,N
블루보틀 카페하다22점,블루보틀,스페셜티,37.502876,126.764865,55,N
블루보틀 카페하다23점,블루보틀,스페셜티,37.501801,126.768004,30,N
할리스커피 카페하다25점,할리스커피,동일가격대,37.505338,126.763295,30,N
블루보틀 카페하다2점,블루보틀,스페셜티,37.383339,127.129657,12,N
더벤티 카페하다3점,더벤티,저가형,37.382171,127.1209,20,N
뚜레쥬르 카페하다4점,뚜레쥬르,비커피,37.386059,127.119125,24,N
메가MGC커피 카페하다6점,메가MGC커피,저가형,37.382414,127.12414,55,N
더벤티 카페하다8점,더벤티,저가형,37.388021,127.121478,55,N
메가MGC커피 카페하다12점,메가MGC커피,저가형,37.384156,127.120274,30,N
메가MGC커피 카페하다13점,메가MGC커피,저가형,37.387097,127.120168,20,N
커피빈 카페하다17점,커피빈,동일가격대,37.3879,127.129165,30,N
파리바게뜨 카페하다18점,파리바게뜨,비커피,37.387275,127.123249,55,N
스타벅스 카페하다20점,스타벅스,동일가격대,37.380173,127.123826,12,N
커피빈 카페하다21점,커피빈,동일가격대,37.388122,127.126103,24,N
커피빈 카페하다22점,커피빈,동일가격대,37.385515,127.124157,40,N
메가MGC커피 카페하다23점,메가MGC커피,저가형,37.389669,127.126183,24,N
투썸플레이스 카페하다24점,투썸플레이스,동일가격대,37.381181,127.121247,16,N
커피빈 카페하다26점,커피빈,동일가격대,37.385424,127.124803,40,N
메가MGC커피 카페하다5점,메가MGC커피,저가형,37.386798,126.95084,20,N
빽다방 카페하다6점,빽다방,저가형,37.389639,126.954808,55,N
메가MGC커피 카페하다7점,메가MGC커피,저가형,37.384328,126.95164,12,N
투썸플레이스 카페하다9점,투썸플레이스,동일가격대,37.391361,126.951786,30,N
블루보틀 카페하다13점,블루보틀,스페셜티,37.391295,126.94605,16,N
할리스커피 카페하다19점,할리스커피,동일가격대,37.385089,126.952451,55,N
빽다방 카페하다22점,빽다방,저가형,37.391723,126.946037,30,N
투썸플레이스 카페하다23점,투썸플레이스,동일가격대,37.392836,126.948337,55,N
더벤티 카페하다24점,더벤티,저가형,37.386736,126.955094,30,N
더벤티 카페하다28점,더벤티,저가형,37.386538,126.945232,24,N
할리스커피 카페하다29점,할리스커피,동일가격대,37.390828,126.95705,30,N
더벤티 카페하다30점,더벤티,저가형,37.384088,126.951242,30,N
블루보틀 카페하다7점,블루보틀,스페셜티,37.656258,126.765209,16,N
블루보틀 카페하다9점,블루보틀,스페셜티,37.655563,126.772006,12,N
뚜레쥬르 카페하다10점,뚜레쥬르,비커피,37.658028,126.773797,24,N
폴바셋 카페하다14점,폴바셋,스페셜티,37.658815,126.773855,24,N
이디야커피 카페하다20점,이디야커피,저가형,37.663498,126.770673,55,N
뚜레쥬르 카페하다23점,뚜레쥬르,비커피,37.656546,126.766324,12,N
카페하다 왕십리점,카페하다,동일가격대,37.5613,127.038,28,Y
카페하다 역삼점,카페하다,동일가격대,37.5006,127.0364,28,Y
카페하다 서초점,카페하다,동일가격대,37.4837,127.0324,28,Y
카페하다 잠실새내점,카페하다,동일가격대,37.5114,127.0864,28,Y
카페하다 건대입구점,카페하다,동일가격대,37.5405,127.07,28,Y
카페하다 상암점,카페하다,동일가격대,37.5796,126.8893,28,Y
카페하다 여의도점,카페하다,동일가격대,37.5216,126.9243,28,Y
카페하다 종로3가점,카페하다,동일가격대,37.5704,126.9917,28,Y
카페하다 사당점,카페하다,동일가격대,37.4765,126.9816,28,Y
카페하다 노원점,카페하다,동일가격대,37.6542,127.0568,28,Y
카페하다 수유점,카페하다,동일가격대,37.6377,127.0255,28,Y
카페하다 화곡점,카페하다,동일가격대,37.5416,126.8404,28,Y
카페하다 부천중동점,카페하다,동일가격대,37.5035,126.766,28,Y
카페하다 분당서현점,카페하다,동일가격대,37.3853,127.1234,28,Y
카페하다 안양범계점,카페하다,동일가격대,37.3894,126.9506,28,Y
카페하다 일산라페스타점,카페하다,동일가격대,37.6584,126.7699,28,Y
